# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  2 09:45:47 2015
#
# CONSTRAINT:  where (pl_kepflag > 0
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc.[AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc.[AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_vjblend:     V-band (Johnson) Blend Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr:     Effective Temperature Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_msinie:      Planet M*sin(i) [Earth mass]
# COLUMN pl_msinieerr1:  Planet M*sin(i) Upper Unc. [Earth mass]
# COLUMN pl_msinieerr2:  Planet M*sin(i) Lower Unc. [Earth mass]
# COLUMN pl_msinielim:   Planet M*sin(i) Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN st_sp:          Spectral Type
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type Unc.
# COLUMN st_splim:       Spectral Type Limit Flag
# COLUMN st_spblend:     Spectral Type Blend Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_loggblend:   Stellar Surface Gravity Blend Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr:     Stellar Density Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfelim:    Stellar Metallicity Limit Flag
# COLUMN st_metfeblend:  Stellar Metallicity Blend Flag
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr,st_logglim,st_loggblend,st_dens,st_denserr,st_denslim,st_metfe,st_metfeerr,st_metfelim,st_metfeblend
1403,Kepler-327,d,Transit,3,13.96945700,0.00003100,-0.00003100,0,0.090000,,,0,,,,,,,,,,,,,0.154,0.009,-0.009,0,,,,,,,,,0,1,19h30m34.17s,292.642365,+44d05m15.6s,44.087673,,,,,,,,,3799.00,100.00,0,0,0.55,,0,0,0.49,0.02,0,0,,,,,,,,,,,0.016,0.001,-0.001,0,,,,,,4.76,0.10,0,0,,,,-0.042,,0,0
1404,Kepler-328,b,Transit,2,34.92100000,,,0,,,,,,,,,0.09000,0.04100,-0.03900,0,,,,,0.205,0.086,-0.021,0,,,,,,,,,1,1,19h43m14.23s,295.809296,+40d00m30.6s,40.008503,,,,,,,,,5914.00,,0,0,1.15,0.22,0,0,1.06,0.44,0,0,,,28.50000,12.90000,-12.30000,0,,,,,0.021,0.009,-0.002,0,,,,,,4.44,0.05,0,0,,,,0.090,,0,0
1405,Kepler-328,c,Transit,2,71.31200000,,,0,,,,,,,,,0.12400,0.04300,-0.04000,0,,,,,0.482,0.200,-0.048,0,,,,,,,,,1,1,19h43m14.23s,295.809296,+40d00m30.6s,40.008503,,,,,,,,,5914.00,,0,0,1.15,0.22,0,0,1.06,0.44,0,0,,,39.40000,13.60000,-12.60000,0,,,,,0.050,0.021,-0.005,0,,,,,,4.44,0.05,0,0,,,,0.090,,0,0
1406,Kepler-329,b,Transit,2,7.41639700,0.00004600,-0.00004600,0,0.061000,,,0,,,,,,,,,,,,,0.125,0.022,-0.022,0,,,,,,,,,0,1,19h57m04.33s,299.268036,+45d13m38.7s,45.227428,,,,,,,,,4257.00,200.00,0,0,0.53,,0,0,0.52,0.05,0,0,,,,,,,,,,,0.013,0.002,-0.002,0,,,,,,4.74,0.30,0,0,,,,-0.572,,0,0
1407,Kepler-329,c,Transit,2,18.68473700,0.00008900,-0.00008900,0,0.113000,,,0,,,,,,,,,,,,,0.172,0.026,-0.026,0,,,,,,,,,0,1,19h57m04.33s,299.268036,+45d13m38.7s,45.227428,,,,,,,,,4257.00,200.00,0,0,0.53,,0,0,0.52,0.05,0,0,,,,,,,,,,,0.018,0.003,-0.003,0,,,,,,4.74,0.30,0,0,,,,-0.572,,0,0
1408,Kepler-330,b,Transit,2,8.25978000,0.00007600,-0.00007600,0,0.075000,,,0,,,,,,,,,,,,,0.120,0.047,-0.047,0,,,,,,,,,0,1,19h13m47.37s,288.447388,+44d48m06.1s,44.801685,,,,,,,,,5117.00,200.00,0,0,0.78,,0,0,0.72,0.27,0,0,,,,,,,,,,,0.012,0.005,-0.005,0,,,,,,4.64,0.30,0,0,,,,-0.097,,0,0
1409,Kepler-330,c,Transit,2,15.95538700,0.00007600,-0.00007600,0,0.116000,,,0,,,,,,,,,,,,,0.174,0.064,-0.064,0,,,,,,,,,0,1,19h13m47.37s,288.447388,+44d48m06.1s,44.801685,,,,,,,,,5117.00,200.00,0,0,0.78,,0,0,0.72,0.27,0,0,,,,,,,,,,,0.018,0.007,-0.007,0,,,,,,4.64,0.30,0,0,,,,-0.097,,0,0
1410,Kepler-331,b,Transit,3,8.45749600,0.00002400,-0.00002400,0,0.065000,,,0,,,,,,,,,,,,,0.162,0.017,-0.017,0,,,,,,,,,0,1,19h27m20.24s,291.834320,+39d18m26.5s,39.307358,,,,,,,,,4347.00,200.00,0,0,0.51,,0,0,0.49,0.05,0,0,,,,,,,,,,,0.017,0.002,-0.002,0,,,,,,4.77,0.30,0,0,,,,-0.850,,0,0
1411,Kepler-331,c,Transit,3,17.28111000,0.00006400,-0.00006400,0,0.105000,,,0,,,,,,,,,,,,,0.164,0.017,-0.017,0,,,,,,,,,0,1,19h27m20.24s,291.834320,+39d18m26.5s,39.307358,,,,,,,,,4347.00,200.00,0,0,0.51,,0,0,0.49,0.05,0,0,,,,,,,,,,,0.017,0.002,-0.002,0,,,,,,4.77,0.30,0,0,,,,-0.850,,0,0
1412,Kepler-331,d,Transit,3,32.13432800,0.00021600,-0.00021600,0,0.159000,,,0,,,,,,,,,,,,,0.146,0.015,-0.015,0,,,,,,,,,0,1,19h27m20.24s,291.834320,+39d18m26.5s,39.307358,,,,,,,,,4347.00,200.00,0,0,0.51,,0,0,0.49,0.05,0,0,,,,,,,,,,,0.015,0.002,-0.002,0,,,,,,4.77,0.30,0,0,,,,-0.850,,0,0
1413,Kepler-332,b,Transit,3,7.62632400,0.00002800,-0.00002800,0,0.070000,,,0,,,,,,,,,,,,,0.104,0.007,-0.007,0,,,,,,,,,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.413700,,,,,,,,,4955.00,100.00,0,0,0.80,,0,0,0.72,0.04,0,0,,,,,,,,,,,0.011,0.001,-0.001,0,,,,,,4.61,0.15,0,0,,,,0.050,,0,0
1414,Kepler-332,c,Transit,3,15.99562200,0.00010800,-0.00010800,0,0.114000,,,0,,,,,,,,,,,,,0.097,0.007,-0.007,0,,,,,,,,,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.413700,,,,,,,,,4955.00,100.00,0,0,0.80,,0,0,0.72,0.04,0,0,,,,,,,,,,,0.010,0.001,-0.001,0,,,,,,4.61,0.15,0,0,,,,0.050,,0,0
1415,Kepler-332,d,Transit,3,34.21154000,0.00032600,-0.00032600,0,0.189000,,,0,,,,,,,,,,,,,0.105,0.007,-0.007,0,,,,,,,,,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.413700,,,,,,,,,4955.00,100.00,0,0,0.80,,0,0,0.72,0.04,0,0,,,,,,,,,,,0.011,0.001,-0.001,0,,,,,,4.61,0.15,0,0,,,,0.050,,0,0
1416,Kepler-333,b,Transit,2,12.55115800,0.00004400,-0.00004400,0,0.087000,,,0,,,,,,,,,,,,,0.118,0.014,-0.014,0,,,,,,,,,0,1,19h29m08.66s,292.286072,+40d54m48.9s,40.913586,,,,,,,,,4259.00,200.00,0,0,0.54,,0,0,0.53,0.05,0,0,,,,,,,,,,,0.012,0.002,-0.002,0,,,,,,4.73,0.30,0,0,,,,-0.472,,0,0
1417,Kepler-333,c,Transit,2,24.08821000,0.00020700,-0.00020700,0,0.135000,,,0,,,,,,,,,,,,,0.099,0.018,-0.018,0,,,,,,,,,0,1,19h29m08.66s,292.286072,+40d54m48.9s,40.913586,,,,,,,,,4259.00,200.00,0,0,0.54,,0,0,0.53,0.05,0,0,,,,,,,,,,,0.010,0.002,-0.002,0,,,,,,4.73,0.30,0,0,,,,-0.472,,0,0
1418,Kepler-334,b,Transit,3,5.47031900,0.00002100,-0.00002100,0,0.061000,,,0,,,,,,,,,,,,,0.100,0.019,-0.019,0,,,,,,,,,0,1,19h08m33.76s,287.140656,+47d06m54.7s,47.115196,,,,,,,,,5828.00,100.00,0,0,1.00,,0,0,1.07,0.19,0,0,,,,,,,,,,,0.010,0.002,-0.002,0,,,,,,4.38,0.15,0,0,,,,-0.074,,0,0
1419,Kepler-334,c,Transit,3,12.75800500,0.00005500,-0.00005500,0,0.107000,,,0,,,,,,,,,,,,,0.128,0.023,-0.023,0,,,,,,,,,0,1,19h08m33.76s,287.140656,+47d06m54.7s,47.115196,,,,,,,,,5828.00,100.00,0,0,1.00,,0,0,1.07,0.19,0,0,,,,,,,,,,,0.013,0.002,-0.002,0,,,,,,4.38,0.15,0,0,,,,-0.074,,0,0
1420,Kepler-334,d,Transit,3,25.09849000,0.00014200,-0.00014200,0,0.168000,,,0,,,,,,,,,,,,,0.126,0.023,-0.023,0,,,,,,,,,0,1,19h08m33.76s,287.140656,+47d06m54.7s,47.115196,,,,,,,,,5828.00,100.00,0,0,1.00,,0,0,1.07,0.19,0,0,,,,,,,,,,,0.013,0.002,-0.002,0,,,,,,4.38,0.15,0,0,,,,-0.074,,0,0
1421,Kepler-335,b,Transit,2,6.56233100,0.00003100,-0.00003100,0,0.075000,,,0,,,,,,,,,,,,,0.302,0.060,-0.060,0,,,,,,,,,0,1,19h44m15.43s,296.064301,+45d25m43.0s,45.428623,,,,,,,,,5877.00,112.00,0,0,0.99,,0,0,1.85,0.35,0,0,,,,,,,,,,,0.031,0.006,-0.006,0,,,,,,4.02,0.16,0,0,,,,-0.106,,0,0
1422,Kepler-335,c,Transit,2,67.84446900,0.00142300,-0.00142300,0,0.356000,,,0,,,,,,,,,,,,,0.274,0.059,-0.059,0,,,,,,,,,0,1,19h44m15.43s,296.064301,+45d25m43.0s,45.428623,,,,,,,,,5877.00,112.00,0,0,0.99,,0,0,1.85,0.35,0,0,,,,,,,,,,,0.028,0.006,-0.006,0,,,,,,4.02,0.16,0,0,,,,-0.106,,0,0
1423,Kepler-336,b,Transit,3,2.02482300,0.00001700,-0.00001700,0,0.033000,,,0,,,,,,,,,,,,,0.091,0.017,-0.017,0,,,,,,,,,0,1,19h20m57.03s,290.237640,+41d19m52.9s,41.331371,,,,,,,,,5867.00,100.00,0,0,0.89,,0,0,1.30,0.23,0,0,,,,,,,,,,,0.009,0.002,-0.002,0,,,,,,4.26,0.15,0,0,,,,-0.401,,0,0
1424,Kepler-336,c,Transit,3,9.60000100,0.00003500,-0.00003500,0,0.092000,,,0,,,,,,,,,,,,,0.187,0.033,-0.033,0,,,,,,,,,0,1,19h20m57.03s,290.237640,+41d19m52.9s,41.331371,,,,,,,,,5867.00,100.00,0,0,0.89,,0,0,1.30,0.23,0,0,,,,,,,,,,,0.019,0.003,-0.003,0,,,,,,4.26,0.15,0,0,,,,-0.401,,0,0
1425,Kepler-336,d,Transit,3,20.67877200,0.00010200,-0.00010200,0,0.154000,,,0,,,,,,,,,,,,,0.211,0.043,-0.043,0,,,,,,,,,0,1,19h20m57.03s,290.237640,+41d19m52.9s,41.331371,,,,,,,,,5867.00,100.00,0,0,0.89,,0,0,1.30,0.23,0,0,,,,,,,,,,,0.022,0.004,-0.004,0,,,,,,4.26,0.15,0,0,,,,-0.401,,0,0
1426,Kepler-337,b,Transit,2,3.29278100,0.00001900,-0.00001900,0,0.045000,,,0,,,,,,,,,,,,,0.137,0.038,-0.038,0,,,,,,,,,0,1,19h20m14.52s,290.060486,+47d09m50.2s,47.163956,,,,,,,,,5684.00,175.00,0,0,0.96,,0,0,1.76,0.48,0,0,,,,,,,,,,,0.014,0.004,-0.004,0,,,,,,4.00,0.25,0,0,,,,-0.131,,0,0
1427,Kepler-337,c,Transit,2,9.69320100,0.00004700,-0.00004700,0,0.093000,,,0,,,,,,,,,,,,,0.183,0.051,-0.051,0,,,,,,,,,0,1,19h20m14.52s,290.060486,+47d09m50.2s,47.163956,,,,,,,,,5684.00,175.00,0,0,0.96,,0,0,1.76,0.48,0,0,,,,,,,,,,,0.019,0.005,-0.005,0,,,,,,4.00,0.25,0,0,,,,-0.131,,0,0
1428,Kepler-338,b,Transit,4,13.72697600,0.00005900,-0.00005900,0,0.117000,,,0,,,,,,,,,,,,,0.218,0.012,-0.012,0,,,,,,,,,1,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923.00,77.00,0,0,1.10,,0,0,1.74,0.08,0,0,,,,,,,,,,,0.022,0.001,-0.001,0,,,,,,4.02,0.07,0,0,,,,-0.106,,0,0
1429,Kepler-338,c,Transit,4,24.31085600,0.00015800,-0.00015800,0,0.172000,,,0,,,,,,,,,,,,,0.209,0.011,-0.011,0,,,,,,,,,0,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923.00,77.00,0,0,1.10,,0,0,1.74,0.08,0,0,,,,,,,,,,,0.021,0.001,-0.001,0,,,,,,4.02,0.07,0,0,,,,-0.106,,0,0
1430,Kepler-338,d,Transit,4,44.43101400,0.00036800,-0.00036800,0,0.257000,,,0,,,,,,,,,,,,,0.268,0.025,-0.025,0,,,,,,,,,0,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923.00,77.00,0,0,1.10,,0,0,1.74,0.08,0,0,,,,,,,,,,,0.028,0.003,-0.003,0,,,,,,4.02,0.07,0,0,,,,-0.106,,0,0
1431,Kepler-338,e,Transit Timing Variations,4,9.34100000,,,0,,,,,,,,,0.02700,0.02300,-0.02000,0,,,,,0.139,0.006,-0.006,0,,,,,,,,,1,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923.00,77.00,0,0,1.10,,0,0,1.74,0.08,0,0,,,8.50000,7.20000,-6.30000,0,,,,,0.014,0.001,-0.001,0,,,,,,4.02,0.07,0,0,,,,-0.106,,0,0
1432,Kepler-339,b,Transit,3,4.97765600,0.00001900,-0.00001900,0,0.055000,,,0,,,,,,,,,,,,,0.127,0.059,-0.059,0,,,,,,,,,0,1,19h33m24.41s,293.351715,+48d26m40.7s,48.444641,,,,,,,,,5631.00,200.00,0,0,0.84,,0,0,0.80,0.36,0,0,,,,,,,,,,,0.013,0.006,-0.006,0,,,,,,4.59,0.30,0,0,,,,-0.237,,0,0
1433,Kepler-339,c,Transit,3,6.98805500,0.00005300,-0.00005300,0,0.069000,,,0,,,,,,,,,,,,,0.103,0.046,-0.046,0,,,,,,,,,0,1,19h33m24.41s,293.351715,+48d26m40.7s,48.444641,,,,,,,,,5631.00,200.00,0,0,0.84,,0,0,0.80,0.36,0,0,,,,,,,,,,,0.011,0.005,-0.005,0,,,,,,4.59,0.30,0,0,,,,-0.237,,0,0
1434,Kepler-339,d,Transit,3,10.55834500,0.00008100,-0.00008100,0,0.091000,,,0,,,,,,,,,,,,,0.104,0.047,-0.047,0,,,,,,,,,0,1,19h33m24.41s,293.351715,+48d26m40.7s,48.444641,,,,,,,,,5631.00,200.00,0,0,0.84,,0,0,0.80,0.36,0,0,,,,,,,,,,,0.011,0.005,-0.005,0,,,,,,4.59,0.30,0,0,,,,-0.237,,0,0
1435,Kepler-340,b,Transit,2,14.84438700,0.00047300,-0.00047300,0,0.134000,,,0,,,,,,,,,,,,,0.226,0.054,-0.054,0,,,,,,,,,0,1,19h43m44.03s,295.933472,+40d18m02.1s,40.300571,,,,,,,,,6620.00,376.00,0,0,2.11,,0,0,1.85,0.42,0,0,,,,,,,,,,,0.023,0.005,-0.005,0,,,,,,4.06,0.15,0,0,,,,-0.094,,0,0
1436,Kepler-340,c,Transit,2,22.82466900,0.00048100,-0.00048100,0,0.178000,,,0,,,,,,,,,,,,,0.301,0.069,-0.069,0,,,,,,,,,0,1,19h43m44.03s,295.933472,+40d18m02.1s,40.300571,,,,,,,,,6620.00,376.00,0,0,2.11,,0,0,1.85,0.42,0,0,,,,,,,,,,,0.031,0.007,-0.007,0,,,,,,4.06,0.15,0,0,,,,-0.094,,0,0
1437,Kepler-341,b,Transit,4,5.19552800,0.00005300,-0.00005300,0,0.060000,,,0,,,,,,,,,,,,,0.105,0.055,-0.055,0,,,,,,,,,0,1,19h19m26.78s,289.861572,+43d28m22.0s,43.472775,,,,,,,,,6012.00,200.00,0,0,0.94,,0,0,1.02,0.52,0,0,,,,,,,,,,,0.011,0.006,-0.006,0,,,,,,4.44,0.30,0,0,,,,-0.139,,0,0
1438,Kepler-341,c,Transit,4,8.01041000,0.00004900,-0.00004900,0,0.080000,,,0,,,,,,,,,,,,,0.152,0.077,-0.077,0,,,,,,,,,0,1,19h19m26.78s,289.861572,+43d28m22.0s,43.472775,,,,,,,,,6012.00,200.00,0,0,0.94,,0,0,1.02,0.52,0,0,,,,,,,,,,,0.016,0.008,-0.008,0,,,,,,4.44,0.30,0,0,,,,-0.139,,0,0
1439,Kepler-341,d,Transit,4,27.66631300,0.00029700,-0.00029700,0,0.182000,,,0,,,,,,,,,,,,,0.165,0.084,-0.084,0,,,,,,,,,0,1,19h19m26.78s,289.861572,+43d28m22.0s,43.472775,,,,,,,,,6012.00,200.00,0,0,0.94,,0,0,1.02,0.52,0,0,,,,,,,,,,,0.017,0.009,-0.009,0,,,,,,4.44,0.30,0,0,,,,-0.139,,0,0
1440,Kepler-341,e,Transit,4,42.47326900,0.00063300,-0.00063300,0,0.242000,,,0,,,,,,,,,,,,,0.178,0.092,-0.092,0,,,,,,,,,0,1,19h19m26.78s,289.861572,+43d28m22.0s,43.472775,,,,,,,,,6012.00,200.00,0,0,0.94,,0,0,1.02,0.52,0,0,,,,,,,,,,,0.018,0.009,-0.009,0,,,,,,4.44,0.30,0,0,,,,-0.139,,0,0
1441,Kepler-342,b,Transit,3,15.17031800,0.00005900,-0.00005900,0,0.128000,,,0,,,,,,,,,,,,,0.201,0.036,-0.036,0,,,,,,,,,0,1,19h30m42.74s,292.678070,+46d43m36.2s,46.726715,,,,,,,,,6175.00,100.00,0,0,1.13,,0,0,1.47,0.26,0,0,,,,,,,,,,,0.021,0.004,-0.004,0,,,,,,4.19,0.15,0,0,,,,-0.053,,0,0
1442,Kepler-342,c,Transit,3,26.23413800,0.00016300,-0.00016300,0,0.185000,,,0,,,,,,,,,,,,,0.175,0.031,-0.031,0,,,,,,,,,0,1,19h30m42.74s,292.678070,+46d43m36.2s,46.726715,,,,,,,,,6175.00,100.00,0,0,1.13,,0,0,1.47,0.26,0,0,,,,,,,,,,,0.018,0.003,-0.003,0,,,,,,4.19,0.15,0,0,,,,-0.053,,0,0
1443,Kepler-342,d,Transit,3,39.45935700,0.00037500,-0.00037500,0,0.242000,,,0,,,,,,,,,,,,,0.222,0.043,-0.043,0,,,,,,,,,0,1,19h30m42.74s,292.678070,+46d43m36.2s,46.726715,,,,,,,,,6175.00,100.00,0,0,1.13,,0,0,1.47,0.26,0,0,,,,,,,,,,,0.023,0.004,-0.004,0,,,,,,4.19,0.15,0,0,,,,-0.053,,0,0
1444,Kepler-343,b,Transit,2,8.96855000,0.00005800,-0.00005800,0,0.088000,,,0,,,,,,,,,,,,,0.215,0.045,-0.045,0,,,,,,,,,0,1,19h27m50.57s,291.960693,+42d25m58.8s,42.433006,,,,,,,,,5807.00,100.00,0,0,1.04,,0,0,1.43,0.26,0,0,,,,,,,,,,,0.022,0.005,-0.005,0,,,,,,4.18,0.15,0,0,,,,-0.138,,0,0
1445,Kepler-343,c,Transit,2,23.22182000,0.00023400,-0.00023400,0,0.167000,,,0,,,,,,,,,,,,,0.180,0.034,-0.034,0,,,,,,,,,0,1,19h27m50.57s,291.960693,+42d25m58.8s,42.433006,,,,,,,,,5807.00,100.00,0,0,1.04,,0,0,1.43,0.26,0,0,,,,,,,,,,,0.018,0.004,-0.004,0,,,,,,4.18,0.15,0,0,,,,-0.138,,0,0
1446,Kepler-344,b,Transit,2,21.96394500,0.00010800,-0.00010800,0,0.153000,,,0,,,,,,,,,,,,,0.233,0.109,-0.109,0,,,,,,,,,0,1,19h29m59.91s,292.499634,+46d19m27.9s,46.324406,,,,,,,,,5774.00,200.00,0,0,0.90,,0,0,0.98,0.45,0,0,,,,,,,,,,,0.024,0.011,-0.011,0,,,,,,4.45,0.30,0,0,,,,-0.097,,0,0
1447,Kepler-344,c,Transit,2,125.59680900,0.00172800,-0.00172800,0,0.488000,,,0,,,,,,,,,,,,,0.263,0.123,-0.123,0,,,,,,,,,0,1,19h29m59.91s,292.499634,+46d19m27.9s,46.324406,,,,,,,,,5774.00,200.00,0,0,0.90,,0,0,0.98,0.45,0,0,,,,,,,,,,,0.027,0.013,-0.013,0,,,,,,4.45,0.30,0,0,,,,-0.097,,0,0
1448,Kepler-345,b,Transit,2,7.41556300,0.00005400,-0.00005400,0,0.066000,,,0,,,,,,,,,,,,,0.066,0.005,-0.005,0,,,,,,,,,0,1,19h40m54.91s,295.228790,+45d58m15.7s,45.971020,,,,,,,,,4504.00,100.00,0,0,0.59,,0,0,0.62,0.03,0,0,,,,,,,,,,,0.007,0.001,-0.001,0,,,,,,4.68,0.15,0,0,,,,-0.266,,0,0
1449,Kepler-345,c,Transit,2,9.38742700,0.00002800,-0.00002800,0,0.077000,,,0,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,,,,,0,1,19h40m54.91s,295.228790,+45d58m15.7s,45.971020,,,,,,,,,4504.00,100.00,0,0,0.59,,0,0,0.62,0.03,0,0,,,,,,,,,,,0.011,0.001,-0.001,0,,,,,,4.68,0.15,0,0,,,,-0.266,,0,0
1450,Kepler-346,b,Transit,2,6.51112700,0.00001700,-0.00001700,0,0.071000,,,0,,,,,,,,,,,,,0.237,0.111,-0.111,0,,,,,,,,,0,1,19h12m02.86s,288.011902,+46d07m03.4s,46.117607,,,,,,,,,6033.00,200.00,0,0,0.97,,0,0,1.02,0.48,0,0,,,,,,,,,,,0.024,0.011,-0.011,0,,,,,,4.46,0.30,0,0,,,,-0.031,,0,0
